baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000166025.18	24219.960217675	-0.268509402180174	0.0400708820703875	-6.70086078236354	2.07195369052509e-11	1.63441350765582e-10	AMOTL1	154810
ENSG00000166037.11	8229.33559259739	0.105554235937162	0.0390507357298186	2.70300249059233	0.00687162314736177	0.0195563912060264	CEP57	9702
ENSG00000166068.13	1507.26704196022	-0.314426074194961	0.0652969099382217	-4.81532854299604	1.46957899677162e-06	7.22932089997265e-06	SPRED1	161742
ENSG00000166086.13	5.62650476263627	2.35020709187237	1.02141240959085	2.30093845522573	0.0213951100760999	0.0536584762930138	JAM3	83700
ENSG00000166091.21	39.4614186149954	2.06191258962498	0.359185044254759	5.74053018800673	9.43805939296326e-09	5.78925639603279e-08	CMTM5	116173
ENSG00000166105.16	18.9279593924798	1.71287013666811	0.495012795652857	3.46025426354698	0.000539665548724088	0.00189738302241944	GLB1L3	112937
ENSG00000166106.4	2.9297055291466	3.79681165827115	1.57297240360696	2.41378148120382	0.0157879277930536	0.0411190788228276	ADAMTS15	170689
ENSG00000166123.14	15603.7032125672	-0.113839581868838	0.0349282567305898	-3.25924029781705	0.00111711004645621	0.00370439471193924	GPT2	84706
ENSG00000166128.13	3388.29296458447	-0.25071280908819	0.0534085749079208	-4.69424262902412	2.67596276986662e-06	1.27780286340638e-05	RAB8B	51762
ENSG00000166133.18	2628.88381174249	-0.466746611044305	0.0539655448827656	-8.64897430496185	5.19643599520035e-18	6.61224282432389e-17	RPUSD2	27079
ENSG00000166136.17	1674.89937111949	-0.339909553310828	0.0618660862907902	-5.49427923585057	3.92309336096371e-08	2.27058828739567e-07	NDUFB8	4714
ENSG00000166145.15	46.6660407189554	0.668230085187823	0.297967887665997	2.24262450031819	0.0249210389650801	0.0612009528667409	SPINT1	6692
ENSG00000166147.16	404.701079118944	0.283134306690236	0.111954086795405	2.52902162658574	0.0114380979019659	0.0309177588868541	FBN1	2200
ENSG00000166148.4	27.3588928776446	1.59475253053241	0.41331934608897	3.85840282005364	0.000114130431166839	0.000443435713739778	AVPR1A	552
ENSG00000166164.17	24346.8243513555	-0.200868798080234	0.0386266594715251	-5.2002632593251	1.9900645094998e-07	1.07519861225817e-06	BRD7	29117
ENSG00000166165.14	23453.6164266018	0.746485654531047	0.0440645072900218	16.9407466562116	2.25247494733387e-64	3.47047580924934e-62	CKB	1152
ENSG00000166166.13	5292.04813184624	-0.10211118558895	0.0486161020302153	-2.10035731629589	0.0356974208049271	0.0837590570529412	TRMT61A	115708
ENSG00000166167.18	4628.24685505718	-0.39868349766502	0.0451262856669824	-8.83483964550456	1.00241946485865e-18	1.33700100649825e-17	BTRC	8945
ENSG00000166169.17	3698.87608340024	-0.189963378243145	0.0497063830672904	-3.8217099398679	0.000132529519618077	0.000510420611389559	POLL	27343
ENSG00000166173.11	1080.48072095908	0.338271430931297	0.0738603348948055	4.57987946322034	4.65243977722745e-06	2.16378228865937e-05	LARP6	55323
ENSG00000166181.13	21874.6091484869	-0.177683824471594	0.0368766720608791	-4.81832591016506	1.44767761906043e-06	7.12606435180249e-06	API5	8539
ENSG00000166197.17	53518.8931108283	-0.440010279193031	0.0356760977389954	-12.3334755502725	5.98101853643766e-35	2.20859878115892e-33	NOLC1	9221
ENSG00000166199.13	2765.04112896171	-0.452850215537839	0.0517871053334879	-8.74445892701799	2.24086877133148e-18	2.91910256397062e-17	ALKBH3	221120
ENSG00000166200.15	14661.8756777933	-0.223093668280303	0.0390302962810043	-5.7159101912552	1.09118360002961e-08	6.6476333186845e-08	COPS2	9318
ENSG00000166224.19	3783.46232342805	-0.368983011577877	0.0470075779346853	-7.84943678848037	4.17909745821791e-15	4.36280477972903e-14	SGPL1	8879
ENSG00000166226.13	32183.1553172854	-0.407262531082747	0.0387052403489102	-10.5221548144763	6.82935575480911e-26	1.50317916919891e-24	CCT2	10576
ENSG00000166257.10	154.836904931491	1.2058167119507	0.179886812518141	6.70319683289234	2.03908497589512e-11	1.60970370497404e-10	SCN3B	55800
ENSG00000166260.13	9187.16508122819	-0.346233066362483	0.0406055620686538	-8.52673990270322	1.50529809952459e-17	1.86165316958602e-16	COX11	1353
ENSG00000166261.11	3300.72020945772	-0.605267541775182	0.0459586143468713	-13.1698387859769	1.30876831759641e-39	6.08236949026193e-38	ZNF202	7753
ENSG00000166266.14	9843.20830376474	-0.164868413781162	0.0415592585557325	-3.96706821802576	7.27621708678842e-05	0.000291020769595245	CUL5	8065
ENSG00000166268.11	11.5640412601501	2.27360242684654	0.73139651927884	3.1085770398365	0.00187990627547255	0.0059887786288404	MYRFL	196446
ENSG00000166275.16	1161.46143520594	0.290214565378896	0.06611863839128	4.38930039153938	1.13715901251493e-05	5.04137809134366e-05	BORCS7	119032
ENSG00000166278.16	60.7073092496908	0.645948049419644	0.264737775394378	2.4399542092449	0.0146891237162216	0.0385752915593838	C2	717
ENSG00000166289.6	382.222622799333	0.532324308141395	0.113695752392269	4.68200699622261	2.84079783200222e-06	1.35238407597464e-05	PLEKHF1	79156
ENSG00000166311.10	2989.46503943945	0.681897965350175	0.048260809365939	14.1294349247163	2.50143412336302e-45	1.58055262780657e-43	SMPD1	6609
ENSG00000166326.7	14048.3708303258	-0.122028041789538	0.0378753111998387	-3.22183601728552	0.00127372011333516	0.00417984933215651	TRIM44	54765
ENSG00000166333.14	11034.1821454654	-0.598549892273291	0.0435778140959379	-13.7351977076125	6.24852670074208e-43	3.48369286308574e-41	ILK	3611
ENSG00000166340.18	14372.4015086415	-0.229173679274744	0.034589471488667	-6.62553284024104	3.45997797350277e-11	2.67865670983282e-10	TPP1	1200
ENSG00000166341.9	502.27112800043	-0.286526216749809	0.0985365443224403	-2.9078167772173	0.00363961513165543	0.0109742834737093	DCHS1	8642
ENSG00000166347.19	6903.192041703	-0.439283248265174	0.0457510979917299	-9.60158919780634	7.87211621878347e-22	1.30480222032268e-20	CYB5A	1528
ENSG00000166348.20	4564.80477353124	-0.654085271925903	0.0458643790187378	-14.2612913533328	3.81332170371162e-46	2.53764389206358e-44	USP54	159195
ENSG00000166377.21	937.822842924968	-0.216331698293242	0.0772920826374002	-2.79888561559555	0.0051279299209494	0.0149949760786775	ATP9B	374868
ENSG00000166387.14	2174.32592450257	-0.595117331916996	0.0541021547342453	-10.9998822568208	3.8263119118418e-28	9.70604685050088e-27	PPFIBP2	8495
ENSG00000166391.15	1.82267078412599	4.16065393482608	1.78483959879485	2.33110803773931	0.0197476635757555	0.0500605992591104	MOGAT2	80168
ENSG00000166394.15	497.566728537653	0.583432976530453	0.101186001193308	5.76594558189773	8.12012594852857e-09	5.01526815347804e-08	CYB5R2	51700
ENSG00000166396.13	5.34426141748644	3.16037275315238	1.16143969072863	2.72108210041428	0.00650685988513217	0.0186011385273082	SERPINB7	8710
ENSG00000166398.14	4177.46921359834	-0.194776341878608	0.0437936542647488	-4.44759281107516	8.68379425929411e-06	3.90851968697571e-05	GARRE1	9710
ENSG00000166401.15	39.08307121001	2.67930220772727	0.394026317082002	6.79980522003984	1.04760692304708e-11	8.45138037971206e-11	SERPINB8	5271
ENSG00000166402.9	35025.9369242945	0.326245412123454	0.0321366451271973	10.1518192341537	3.2524311519855e-24	6.39787982016669e-23	TUB	7275
ENSG00000166411.14	9263.00061797905	-0.296194904180024	0.0424728264969063	-6.97375071568637	3.08600710089426e-12	2.58838949033708e-11	IDH3A	3419
ENSG00000166415.15	24.897943951978	2.32532791708492	0.474093297375897	4.90478969003694	9.35274943988812e-07	4.71739951993841e-06	WDR72	256764
ENSG00000166426.8	75.8951354123366	1.60098801320407	0.263415521912684	6.07780438137871	1.21839258991246e-09	8.1461447273818e-09	CRABP1	1381
ENSG00000166432.16	91.884099753604	0.750912915818383	0.216951178242296	3.46120690333263	0.000537759337099772	0.00189174432420083	ZMAT1	84460
ENSG00000166435.17	1504.51363137904	-0.271951886177504	0.06247228164224	-4.3531607783255	1.3418866368341e-05	5.8987165888565e-05	XRRA1	143570
ENSG00000166439.6	9173.18113190542	-0.428775643571008	0.0398141097857346	-10.7694394243278	4.79914244729583e-27	1.13285115716281e-25	RNF169	254225
ENSG00000166441.13	126560.437949423	-0.176833439779861	0.0408431262141278	-4.32957650824225	1.49396361293572e-05	6.53337526870672e-05	RPL27A	6157
ENSG00000166444.19	4127.73976661308	-0.0956827853209638	0.0484295785349656	-1.97570964306208	0.0481876721314829	0.10818014795122	DENND2B	6764
ENSG00000166446.15	2369.61844290837	-0.189919154065853	0.0581279928871772	-3.26725807365264	0.00108594636992679	0.0036102407113308	CDYL2	124359
ENSG00000166450.13	1349.53029513157	-0.691897910694569	0.0768056746160311	-9.00842176250027	2.09043036462192e-19	2.93589539803682e-18	PRTG	283659
ENSG00000166451.14	6648.22591047519	-0.151871174115513	0.0426039130184434	-3.56472359827059	0.000364239826559335	0.00131596731607905	CENPN	55839
ENSG00000166452.12	2135.45817036402	-0.122042963154493	0.0578496231200931	-2.1096587423074	0.0348877606352872	0.082019279118301	AKIP1	56672
ENSG00000166454.10	12730.2958552579	-0.117991965757018	0.0378571097234435	-3.11677163468055	0.00182843148184847	0.0058354950467117	ATMIN	23300
ENSG00000166471.11	6769.47721335662	0.137021105211797	0.0498088558416968	2.75093862118173	0.00594247766457586	0.0171507681014062	TMEM41B	440026
ENSG00000166473.20	123.519615714645	0.916498429586449	0.189124663464805	4.84600164143585	1.25974473855433e-06	6.23828945341416e-06	PKD1L2	114780
ENSG00000166477.13	5400.65303118349	-0.21735068234055	0.0418671792177883	-5.19143363372813	2.0868097191735e-07	1.12397361092801e-06	LEO1	123169
ENSG00000166483.12	8117.36092021668	-0.385539616695676	0.0421431334697855	-9.14833769947573	5.78163160612762e-20	8.48578562857125e-19	WEE1	7465
ENSG00000166484.20	2268.67713628586	-0.38810346196794	0.0554868708099015	-6.99450980570855	2.66187966468145e-12	2.24341960408074e-11	MAPK7	5598
ENSG00000166501.14	117.926739002136	0.520134601791866	0.185521363851016	2.80363722535785	0.00505297243845787	0.0147882304629594	PRKCB	5579
ENSG00000166503.10	8487.08820360428	-0.419472423301805	0.0459030596009314	-9.13822361621608	6.34865512576992e-20	9.29185242717388e-19	HDGFL3	50810
ENSG00000166508.19	35954.1183258896	-0.625883518846358	0.0387716124671712	-16.142829225282	1.27557761408389e-58	1.51696733976052e-56	MCM7	4176
ENSG00000166526.19	4503.1015352886	-0.384369843495108	0.0436625159452008	-8.80319961354304	1.32969751195195e-18	1.75851793155692e-17	ZNF3	7551
ENSG00000166529.16	1179.14121806643	-0.398317032282737	0.0673807259566129	-5.9114387182355	3.39132435945878e-09	2.1697064331768e-08	ZSCAN21	7589
ENSG00000166532.16	6146.92480887656	-0.482392379060342	0.0450752937752651	-10.7019242395943	9.96862826475063e-27	2.31125860812903e-25	RIMKLB	57494
ENSG00000166535.20	7.75419807729033	4.34242546799219	1.1941619525729	3.63637901763336	0.000276497413066401	0.00101562062107784	A2ML1	144568
ENSG00000166546.15	15.8922808892178	2.4919330279874	0.645043768344781	3.86319991026632	0.00011191135005313	0.000435246368516756	BEAN1	146227
ENSG00000166548.17	1542.04696932693	0.632163085605875	0.0673978605503823	9.37957199892585	6.62410696013962e-21	1.03075718105615e-19	TK2	7084
ENSG00000166557.14	8207.25397745419	-0.397541684546674	0.044724372527271	-8.88870345367665	6.18260935213415e-19	8.37114600461904e-18	TMED3	23423
ENSG00000166562.10	5013.316680734	-0.269478702920884	0.0485441567296754	-5.55120782963666	2.83702559085706e-08	1.66167882781341e-07	SEC11C	90701
ENSG00000166575.17	3081.35988272862	-0.183752472235562	0.0490064878657024	-3.74955399250642	0.000177149354193245	0.000671437269886346	TMEM135	65084
ENSG00000166578.10	303.891196845379	0.356635570241983	0.14675855985256	2.43008360534659	0.0150953402834688	0.0395358363796728	IQCD	115811
ENSG00000166579.16	3423.0077525937	0.110687591937738	0.0466976406464193	2.37030373281237	0.0177734775847543	0.0456369634196142	NDEL1	81565
ENSG00000166582.11	3911.22414435788	-0.221275039270615	0.0499067746482838	-4.43376757624677	9.26004537206128e-06	4.15354136099183e-05	CENPV	201161
ENSG00000166595.12	7573.72757096127	-0.300531070264048	0.0445474809158417	-6.74630897382964	1.51653501216115e-11	1.20878352638543e-10	CIAO2B	51647
ENSG00000166619.15	4021.92873819122	0.123667733861118	0.0444934166633257	2.7794613930616	0.00544491254354868	0.0158447292945907	BLCAP	10904
ENSG00000166669.14	3063.03530719614	-0.813184444880021	0.0490248583468587	-16.5871860174814	8.62687058220054e-62	1.22091688325559e-59	ATF7IP2	80063
ENSG00000166670.10	1.69889980366526	4.05533337799515	1.82570309893773	2.22124472503481	0.0263343904340303	0.0642781902298398	MMP10	4319
ENSG00000166681.14	7449.88627313642	0.164750844927632	0.044840388956694	3.67416181618643	0.000238631472954645	0.000886106681657657	BEX3	27018
ENSG00000166682.13	162.087252013482	0.430036706618741	0.158666813882325	2.71031286314023	0.00672197686986093	0.019167040802137	TMPRSS5	80975
ENSG00000166689.18	5210.72640008371	-0.523065479821269	0.0417569889887392	-12.5264175528156	5.35263665961441e-36	2.10055729990916e-34	PLEKHA7	144100
ENSG00000166710.23	48821.72028154	0.427970523925092	0.0401643201598848	10.655490301378	1.6437619543296e-26	3.75818294192741e-25	B2M	567
ENSG00000166716.10	8593.48811578693	-0.256324305655632	0.0372127517630538	-6.88807716472397	5.65515357823874e-12	4.65586308151021e-11	ZNF592	9640
ENSG00000166736.12	95.9392074448022	4.09877350081293	0.327309766292777	12.5226128973695	5.61555687525598e-36	2.20097459132057e-34	HTR3A	3359
ENSG00000166747.13	23196.6353597557	-0.17744261194609	0.0347244350422695	-5.11002156637227	3.22122039778015e-07	1.7027228389618e-06	AP1G1	164
ENSG00000166750.10	4.55330153982899	3.4944380494033	1.32749085294037	2.63236318477313	0.00847931666721745	0.0236012803595764	SLFN5	162394
ENSG00000166780.11	4239.08179476531	-0.317807344499554	0.0466703273838944	-6.80962320845488	9.78546963385308e-12	7.91466598753614e-11	BMERB1	89927
ENSG00000166783.22	7096.93893869268	-0.181847591702173	0.0469045624383099	-3.87697021886397	0.000105765298339532	0.000412934869075712	MARF1	9665
ENSG00000166788.10	4777.63398321724	-0.352964194457912	0.0435242485834985	-8.10959880859914	5.07871668519297e-16	5.64889835571765e-15	SAAL1	113174
ENSG00000166793.13	9.83666890820971	3.03966028335221	0.840278907180732	3.61744208664091	0.000297528874663621	0.0010880171416876	YPEL4	219539
ENSG00000166794.7	51542.5834752208	-0.258892377358025	0.0450214506803021	-5.75042281947829	8.90205354826995e-09	5.47981753255735e-08	PPIB	5479
ENSG00000166797.12	6327.74968483426	-0.232380262198736	0.0435003983019263	-5.34202607952777	9.1913427334055e-08	5.14547389784721e-07	CIAO2A	84191
ENSG00000166801.17	289.896770632288	1.02952604351606	0.133529423481249	7.71010625729715	1.2571302568157e-14	1.25942546580476e-13	FAM111A	63901
ENSG00000166803.14	1383.28867319891	0.394930772409156	0.0696536407085982	5.66992289837917	1.42861796283693e-08	8.62104650273023e-08	PCLAF	9768
ENSG00000166813.17	3885.94494458028	-0.205039559895613	0.0453693137139798	-4.51934453292013	6.20313787539507e-06	2.84559284012467e-05	KIF7	374654
ENSG00000166819.12	49.5968597565894	0.891703636920529	0.300948172079675	2.96298073770806	0.003046756344274	0.00933882773224792	PLIN1	5346
ENSG00000166821.9	1315.43112089665	-0.255701372282759	0.0624654887377141	-4.09348229638324	4.24942535773355e-05	0.000175272684839552	PEX11A	8800
ENSG00000166831.9	175.8038956177	0.391054464898745	0.155939218191838	2.50773647215331	0.0121507248763164	0.0326129084318672	RBPMS2	348093
ENSG00000166833.23	314.198908698965	1.55821514637653	0.128301284858876	12.1449691489097	6.10055997392733e-34	2.12008015893917e-32	NAV2	89797
ENSG00000166839.18	387.58409141649	0.459557061548394	0.107548074720285	4.27303847831424	1.92827165588391e-05	8.31067280984995e-05	ANKDD1A	348094
ENSG00000166845.15	2916.17701773232	0.162537790177082	0.0648789962510691	2.50524514201934	0.0122366549584937	0.032818200749169	C18orf54	162681
ENSG00000166847.10	16959.9839024893	-0.0878231046688822	0.034589165004546	-2.53903511857947	0.011115866456418	0.0301352999182965	DCTN5	84516
ENSG00000166851.15	27582.4095896847	-0.603191169053589	0.0370584348585684	-16.2767578111606	1.44315105259509e-59	1.81274841253079e-57	PLK1	5347
ENSG00000166855.9	13097.7305840511	-0.315138447776358	0.0390081887895238	-8.07877672754171	6.54196776123414e-16	7.19961737044758e-15	CLPX	10845
ENSG00000166860.3	7378.75075353251	-0.394883335285671	0.0380247889925797	-10.3848922176197	2.90497255241368e-25	6.11843949642037e-24	ZBTB39	9880
ENSG00000166863.13	947.510550326903	1.44804214684126	0.0852846544281766	16.9789296392207	1.17611471079721e-64	1.82105642621803e-62	TAC3	6866
ENSG00000166886.13	2034.64860355182	-0.248930643881186	0.0680853369172262	-3.65615645236243	0.000256025134009475	0.000944861134680158	NAB2	4665
ENSG00000166887.16	7606.60244734298	-0.153401893177107	0.0372771718996655	-4.11516983074791	3.86894443153157e-05	0.000160425526958787	VPS39	23339
ENSG00000166888.13	188.554020991419	0.470590704951699	0.146561287023554	3.21087999777232	0.00132329182193837	0.00432754060171124	STAT6	6778
ENSG00000166889.14	9355.6631810926	-0.229813077429308	0.0382564358224238	-6.00717428293736	1.88784553935128e-09	1.23890358653567e-08	PATL1	219988
ENSG00000166896.9	1022.09504174806	-0.456484102218303	0.0712356325081932	-6.40808660140415	1.47357205654928e-10	1.07508544932801e-09	ATP23	91419
ENSG00000166902.5	6696.11740964372	-0.37455281286012	0.0416070370840783	-9.00215057619302	2.21338711906282e-19	3.09468524465479e-18	MRPL16	54948
ENSG00000166908.18	4638.9389795955	-0.349822437355667	0.0447503617479069	-7.8171979776684	5.40121208690199e-15	5.58828019986879e-14	PIP4K2C	79837
ENSG00000166912.17	2882.6049194721	-0.158619568841052	0.048091427442826	-3.298291967516	0.000972749304256375	0.00326971305633817	MTMR10	54893
ENSG00000166913.13	28416.4453817558	-0.155500019742638	0.0350226479464718	-4.43998466307582	8.99652889705427e-06	4.04171839001963e-05	YWHAB	7529
ENSG00000166923.12	986.614264789719	1.10985026386182	0.0722185277062367	15.367943644273	2.68558513239729e-53	2.48511970964467e-51	GREM1	26585
ENSG00000166924.9	195.954762495683	0.971742897641599	0.149461209748915	6.50163945062442	7.94493381909904e-11	5.95479738940716e-10	NYAP1	222950
ENSG00000166925.9	5796.6439005263	0.239682663939174	0.050767044859757	4.72122544460274	2.344279196401e-06	1.12820465342105e-05	TSC22D4	81628
ENSG00000166949.18	6804.76414424242	-0.323750941687317	0.0474442616153326	-6.8238166358709	8.86530267392635e-12	7.19273856633967e-11	SMAD3	4088
ENSG00000166959.8	1.94374822981739	4.25740956342478	1.73555365865853	2.4530555665536	0.0141648455821809	0.0373144003431208	MS4A8	83661
ENSG00000166960.17	2096.70165720004	0.568230002762411	0.0659706934268723	8.61337016856261	7.09435601081287e-18	8.96163864903853e-17	CCDC178	374864
ENSG00000166963.13	258.336865579396	1.69613894310603	0.138933873721892	12.2082462517474	2.80878310135429e-34	9.93661236493832e-33	MAP1A	4130
ENSG00000166971.17	1703.04921644283	-0.567599435146611	0.0562180708159094	-10.0963876367309	5.73146541867354e-24	1.10519755795223e-22	AKTIP	64400
ENSG00000166986.15	25460.7962807398	-0.604804312422326	0.0389622559468449	-15.5228258150001	2.43105071503879e-54	2.39106834007133e-52	MARS1	4141
ENSG00000167005.14	12449.5621239379	-0.144088172410287	0.04435279294151	-3.24868317989133	0.0011594053169292	0.00383083880177421	NUDT21	11051
ENSG00000167034.10	235.215664456652	1.59620165298501	0.151775894124731	10.5168324798221	7.22621800710541e-26	1.58717992000166e-24	NKX3-1	4824
ENSG00000167037.19	15.6851217474918	2.4930441534365	0.594842872759921	4.19109695619181	2.77608987998736e-05	0.000117287266211488	SGSM1	129049
ENSG00000167065.14	707.83976174868	-0.265710104791128	0.0818082403455537	-3.2479625972736	0.00116234548908445	0.00384014786754985	DUSP18	150290
ENSG00000167074.15	1502.84593994385	-0.604561799245304	0.0628864400537171	-9.61354782889431	7.00913614033099e-22	1.16733094281753e-20	TEF	7008
ENSG00000167077.13	102.009407718557	1.47721109583461	0.210231478505872	7.02659328818518	2.11637100444616e-12	1.79581486451608e-11	MEI1	150365
ENSG00000167081.18	1752.56572922845	0.453556752014455	0.057564735269888	7.87907301037671	3.29818746165873e-15	3.47214437018849e-14	PBX3	5090
ENSG00000167083.7	8.38899515426324	1.85985345301579	0.752902480581042	2.47024482052506	0.0135020611495901	0.0357642248116302	GNGT2	2793
ENSG00000167085.14	43522.104090561	-0.517966445313046	0.0417904308454898	-12.3943791636919	2.80308203788788e-35	1.05501801322526e-33	PHB1	5245
ENSG00000167088.11	16577.4837684244	-0.474307052812564	0.0393184276206913	-12.0632253504197	1.65184787967283e-33	5.6341162630891e-32	SNRPD1	6632
ENSG00000167094.16	16.3924041230744	1.84175720920781	0.572690586947834	3.21597255338784	0.00130003264921843	0.00426172530862644	TTC16	158248
ENSG00000167100.15	89.4996579652953	1.7856278836054	0.231206107423502	7.72309997994408	1.13534049464229e-14	1.1425368291804e-13	SAMD14	201191
ENSG00000167103.12	121.37809837126	0.60908657293646	0.193176508845667	3.15300538650419	0.00161598824936628	0.00521333310731605	PIP5KL1	138429
ENSG00000167105.8	278.764518419184	0.698734258188618	0.132385068630984	5.27804430978769	1.30569896653166e-07	7.18984974933288e-07	TMEM92	162461
ENSG00000167106.12	2008.66390643257	0.541822296242667	0.0597681519874923	9.0654015261515	1.24146155359965e-19	1.78033897349547e-18	EEIG1	399665
ENSG00000167107.13	7433.44583742417	0.34378682678685	0.0385579580480062	8.91610562879966	4.8297286148403e-19	6.59648130508123e-18	ACSF2	80221
ENSG00000167110.19	7039.80249096686	-0.149195689697505	0.0422409557768773	-3.53201500661059	0.000412405951250609	0.0014785443531941	GOLGA2	2801
ENSG00000167112.10	9997.19065382061	-0.338127477915298	0.0419273651629208	-8.06460116445206	7.34753409979552e-16	8.06346751015104e-15	TRUB2	26995
ENSG00000167113.11	4365.77646368722	-0.320968957684522	0.0469675467565641	-6.83384549225289	8.26680615052827e-12	6.72810033749864e-11	COQ4	51117
ENSG00000167114.13	5701.50089678458	-0.443868092951677	0.045817463946947	-9.68774905275511	3.39937862652973e-22	5.79097850228597e-21	SLC27A4	10999
ENSG00000167118.11	9382.93728879535	-0.418590792026496	0.0430747774381739	-9.71777028046884	2.53266547784361e-22	4.36682349231061e-21	URM1	81605
ENSG00000167130.18	4303.71345359604	-0.413461672280765	0.0455783430649092	-9.07145026513897	1.1744325805638e-19	1.68576079955457e-18	DOLPP1	57171
ENSG00000167136.7	2059.8678930571	-0.370707639181282	0.0685451799337304	-5.40822329943088	6.36530327321938e-08	3.61386078192925e-07	ENDOG	2021
ENSG00000167157.11	13.3576645150105	1.5198357001274	0.639619878971923	2.37615457257249	0.017494132626517	0.0450155480180642	PRRX2	51450
ENSG00000167173.19	9173.81610054434	-0.266263662800697	0.0383653547737179	-6.94021114547599	3.91514328943014e-12	3.25762002297171e-11	C15orf39	56905
ENSG00000167182.16	3735.74944182961	-0.587023556161548	0.0444349388133495	-13.2108555078102	7.59562123958508e-40	3.5724548197068e-38	SP2	6668
ENSG00000167186.11	4374.35177371727	-0.458049304319222	0.0485876828187078	-9.42727205222593	4.20892778719673e-21	6.64190890010858e-20	COQ7	10229
ENSG00000167191.12	175.816405145197	2.70508851778912	0.191671168053236	14.113173855328	3.15072310894388e-45	1.97881860800075e-43	GPRC5B	51704
ENSG00000167193.8	10992.8862056533	0.230028478286468	0.0374966251366782	6.13464484998304	8.53496474211176e-10	5.80321939650064e-09	CRK	1398
ENSG00000167196.14	4195.25949337097	-0.497003365509531	0.0443855885577004	-11.1974039696114	4.1985701163303e-29	1.12913738201602e-27	FBXO22	26263
ENSG00000167207.15	178.061024072645	1.09561311388463	0.158894016140477	6.89524464480781	5.37721826177663e-12	4.43170633922497e-11	NOD2	64127
ENSG00000167208.16	5.67872685932309	3.24768983353682	1.17099985823676	2.77343315688103	0.00554682343410492	0.0161114409870449	SNX20	124460
ENSG00000167216.19	222.822765266004	1.85843006860638	0.14886037279352	12.484384082419	9.08435972185062e-36	3.49485263247628e-34	KATNAL2	83473
ENSG00000167232.14	2497.05741887426	0.695792029498724	0.0628004264225916	11.0794156844837	1.57899654341874e-28	4.09165492034034e-27	ZNF91	7644
ENSG00000167244.22	19.0038899162395	1.56982272868482	0.487186521036788	3.22222118408379	0.00127200898835682	0.0041754149865772	IGF2	3481
ENSG00000167257.11	4580.92641696173	-0.482009566959283	0.04228187299368	-11.3999104777438	4.18549251530604e-30	1.18900680655065e-28	RNF214	257160
ENSG00000167258.16	19285.777420783	-0.102043992965256	0.0409452253980795	-2.49220738127973	0.012695188946869	0.033865025560019	CDK12	51755
ENSG00000167264.18	2971.83590815577	-0.362005488274364	0.0474884600585846	-7.6230201574819	2.47808164468949e-14	2.44116408191978e-13	DUS2	54920
ENSG00000167272.11	2188.67236809803	-0.287213093587953	0.0598216202909906	-4.8011587147065	1.57750175659488e-06	7.73225551496916e-06	POP5	51367
ENSG00000167280.17	6429.57538332832	0.0953670078594615	0.0426041661574964	2.23844324301325	0.0251921647411741	0.0618055584439328	ENGASE	64772
ENSG00000167283.9	7540.14124681527	-0.282557355334534	0.0440539944073149	-6.41388730206987	1.4185509060932e-10	1.03687816522264e-09	ATP5MG	10632
ENSG00000167291.16	15929.8077959912	0.13341880942326	0.0344027857384107	3.87813970757311	0.00010525826821891	0.000411109247637719	TBC1D16	125058
ENSG00000167306.21	7715.5202365156	-0.433016227510203	0.0462536272353989	-9.36177881372309	7.84053890614044e-21	1.21220234981391e-19	MYO5B	4645
ENSG00000167311.14	99.813934831311	1.86273169709774	0.229295103756825	8.12373080182832	4.52067847597953e-16	5.05698357271859e-15	ART5	116969
ENSG00000167315.18	10228.6197046478	-0.310456136576129	0.038952206976069	-7.97018091341687	1.58442250182282e-15	1.70529878146979e-14	ACAA2	10449
ENSG00000167325.15	40104.4983353373	-0.099457038099189	0.0375738172371383	-2.64697721478468	0.00812148249363955	0.0227063205464883	RRM1	6240
ENSG00000167332.9	120.690115893892	1.52954366923632	0.201312644828842	7.59785194087907	3.01086519598608e-14	2.94100033525474e-13	OR51E2	81285
ENSG00000167355.8	53.3844921756149	2.84276094419875	0.362924279077088	7.83293129748127	4.76624787169406e-15	4.95591538174785e-14	OR51B5	282763
ENSG00000167378.10	3656.16028363738	0.16953705055508	0.0485771361288859	3.49005857622526	0.000482914684685245	0.0017119032747252	IRGQ	126298
ENSG00000167384.11	1411.12887343018	-0.225399917241384	0.0669215679556625	-3.36812068406285	0.000756824594755787	0.00259013052305249	ZNF180	7733
ENSG00000167419.11	17.5234702557999	1.81654721160167	0.519294885681343	3.49810341231893	0.000468579405700853	0.00166542705364836	LPO	4025
ENSG00000167447.13	6130.99457055501	-0.195580793685866	0.0390428242495837	-5.00939154492522	5.46023862163237e-07	2.81908028010557e-06	SMG8	55181
ENSG00000167460.18	32280.3115916224	-0.444561127274763	0.0364526325190068	-12.1955835986047	3.28144610696556e-34	1.15708895025436e-32	TPM4	7171
ENSG00000167461.12	8388.59187339909	-0.506043302219843	0.0394201082513136	-12.8371870263187	1.01495748862371e-37	4.2956461937326e-36	RAB8A	4218
ENSG00000167468.20	17727.817413995	0.160406520942477	0.0443922987491351	3.61338622829488	0.000302223999850824	0.00110415372542159	GPX4	2879
ENSG00000167470.14	2949.96973903144	-0.0944763901159803	0.048030485203567	-1.9670088635491	0.0491821889388681	0.110010106804046	MIDN	90007
