chr	start	end	n_bases_covered	log2_mean_cov
chr1	31500000	31999999	1030	-8.923137061860626
chr1	32000000	32499999	700	-9.480354572098879
chr1	32500000	32999999	1244	-8.650794913800604
chr1	33000000	33499999	780	-9.324235370181595
chr1	33500000	33999999	6783	-6.203857906458522
chr1	34000000	34499999	5258	-6.571267257313161
chr1	34500000	34999999	1695	-8.2044961259075
chr1	35000000	35499999	2722	-7.521114332427212
chr1	35500000	35999999	1158	-8.75414614594197
chr1	36000000	36499999	1126	-8.794574571850978
chr1	36500000	36999999	5031	-6.634936209645704
chr1	37000000	37499999	3181	-7.296301027391693
chr1	37500000	37999999	613	-9.671822420240426
chr1	38000000	38499999	278	-10.8126246112077
chr1	38500000	38999999	932	-9.067379539276926
chr1	39000000	39499999	496	-9.977369373544331
chr1	39500000	39999999	1212	-8.688391700458256
chr1	40000000	40499999	563	-9.794574571850978
chr1	40500000	40999999	7401	-6.078061182909928
chr1	41000000	41499999	4615	-6.75945075139807
chr1	41500000	41999999	1683	-8.214746222601258
chr1	42000000	42499999	5192	-6.589491015932069
chr1	42500000	42999999	6519	-6.261130724028768
chr1	43000000	43499999	124	-11.977369373544331
chr1	43500000	43999999	13135	-5.250437103910213
chr1	44000000	44499999	897	-9.122601509011945
chr1	44500000	44999999	1659	-8.235467512975344
chr1	45000000	45499999	2599	-7.587824765459007
chr1	45500000	45999999	2234	-7.806152213447892
chr1	46000000	46499999	208	-11.231125965790115
chr1	46500000	46999999	3855	-7.01905053912881
chr1	47000000	47499999	1116	-8.807444372102019
chr1	47500000	47999999	1115	-8.80873768912354
chr1	48000000	48499999	3591	-7.121395746266549
chr1	48500000	48999999	333	-10.552187316859944
chr1	49000000	49499999	1297	-8.590602919679508
chr1	49500000	49999999	3133	-7.318236629560153
chr1	50000000	50499999	256	-10.931565683931208
chr1	50500000	50999999	4083	-6.936151831706056
chr1	51000000	51499999	156	-11.646163465068959
chr1	51500000	51999999	1778	-8.135526075101437
chr1	52000000	52499999	2087	-7.904350798771372
chr1	52500000	52999999	1060	-8.881717134480645
chr1	53000000	53499999	884	-9.143663124539776
chr1	53500000	53999999	1866	-8.065832413079448
chr1	54000000	54499999	1204	-8.697946007171504
chr1	54500000	54999999	486	-10.006753180325425
chr1	55000000	55499999	1213	-8.687201848810696
chr1	55500000	55999999	2049	-7.930861414919961
chr1	56000000	56499999	1477	-8.403111573166418
chr1	56500000	56999999	869	-9.168353317116807
chr1	57000000	57499999	986	-8.986121847553296
chr1	57500000	57999999	29747	-4.071109125149752
chr1	58000000	58499999	2154	-7.858763149386999
chr1	58500000	58999999	5090	-6.618115742968149
chr1	59000000	59499999	3286	-7.249448918981132
chr1	59500000	59999999	3063	-7.350836032332249
chr1	60000000	60499999	1470	-8.40996524420748
chr1	60500000	60999999	1836	-8.089215340517399
chr1	61000000	61499999	684	-9.513713169045309
chr1	61500000	61999999	3674	-7.0884297728198575
chr1	62000000	62499999	3575	-7.1278381573780925
chr1	62500000	62999999	310	-10.65544127865697
chr1	63000000	63499999	38	-13.68363817048762
chr1	63500000	63999999	140	-11.80228266698624
chr1	64000000	64499999	20357	-4.618328336485869
chr1	64500000	64999999	320	-10.609637589043844
chr1	65000000	65499999	2054	-7.927345217613012
chr1	65500000	65999999	1227	-8.670646150268302
chr1	66000000	66499999	4787	-6.70665959321144
chr1	66500000	66999999	429	-10.18673184643166
chr1	67000000	67499999	1065	-8.874927968818007
chr1	67500000	67999999	894	-9.12743466274789
chr1	68000000	68499999	921	-9.084508337839871
chr1	68500000	68999999	1754	-8.155132651486474
chr1	69000000	69499999	3764	-7.0535147712026705
chr1	69500000	69999999	746	-9.388533863675969
chr1	70000000	70499999	2218	-7.8165220337694965
chr1	70500000	70999999	643	-9.60289075660326
chr1	71000000	71499999	554	-9.817823517882019
chr1	71500000	71999999	847	-9.205347524599008
chr1	72000000	72499999	38	-13.68363817048762
chr1	72500000	72999999	340	-10.522174747793505
chr1	73000000	73499999	494	-9.98319845234653
chr1	73500000	73999999	706	-9.468041310660027
chr1	74000000	74499999	3521	-7.149796172068076
chr1	74500000	74999999	5809	-6.4274915694106305
chr1	75000000	75499999	2155	-7.858093529954746
chr1	75500000	75999999	1481	-8.399209758642359
chr1	76000000	76499999	286	-10.771694347152817
chr1	76500000	76999999	1912	-8.030698875950458
chr1	77000000	77499999	11328	-5.463960133848209
chr1	77500000	77999999	2048	-7.931565683931207
chr1	78000000	78499999	855	-9.191785074157947
chr1	78500000	78999999	2042	-7.935798533053405
chr1	79000000	79499999	2867	-7.446239494690683
chr1	79500000	79999999	9072	-5.784360758988978
chr1	80000000	80499999	944	-9.048922634569365
chr1	80500000	80999999	702	-9.476238463626647
chr1	81000000	81499999	1686	-8.212176862989125
chr1	81500000	81999999	1163	-8.747930302457988
chr1	82000000	82499999	8686	-5.847089446477314
chr1	82500000	82999999	494	-9.98319845234653
chr1	83000000	83499999	1898	-8.041301406910097
chr1	83500000	83999999	1181	-8.72577243453405
chr1	84000000	84499999	509	-9.940043837855512
chr1	84500000	84999999	1045	-8.902278456962962
chr1	85000000	85499999	632	-9.627784935754104
chr1	85500000	85999999	154	-11.664779143236306
chr1	86000000	86499999	482	-10.018676347701245
chr1	86500000	86999999	3240	-7.26978758615922
chr1	87000000	87499999	1765	-8.146113215772663
chr1	87500000	87999999	5612	-6.477266390311308
chr1	88000000	88499999	0	-inf
chr1	88500000	88999999	10548	-5.566883828066646
chr1	89000000	89499999	1465	-8.414880734621597
chr1	89500000	89999999	864	-9.176678181767738
chr1	90000000	90499999	3288	-7.248571100249524
chr1	90500000	90999999	6578	-6.248132391095805
chr1	91000000	91499999	1883	-8.052748399316979
chr1	91500000	91999999	1705	-8.196009660019673
chr1	92000000	92499999	3541	-7.14162455554029
chr1	92500000	92999999	352	-10.47213406529391
chr1	93000000	93499999	4919	-6.667416344207878
chr1	93500000	93999999	2066	-7.918941145066148
chr1	94000000	94499999	3206	-7.2850069737766585
chr1	94500000	94999999	1176	-8.731893339094842
chr1	95000000	95499999	536	-9.865476493473434
chr1	95500000	95999999	1406	-8.474184804858671
chr1	96000000	96499999	4816	-6.697946007171505
chr1	96500000	96999999	1657	-8.237207796709756
chr1	97000000	97499999	5342	-6.548401423296097
chr1	97500000	97999999	1488	-8.392406872823175
chr1	98000000	98499999	864	-9.176678181767738
chr1	98500000	98999999	12073	-5.37206909081254
chr1	99000000	99499999	1274	-8.616416121674906
chr1	99500000	99999999	376	-10.37697683225357
chr1	100000000	100499999	5903	-6.40433305748364
chr1	100500000	100999999	1573	-8.31226272851552
chr1	101000000	101499999	2202	-7.826966930366837
chr1	101500000	101999999	1576	-8.30951386447483
chr1	102000000	102499999	1417	-8.462941641013188
chr1	102500000	102999999	2538	-7.622089330090101
chr1	103000000	103499999	1168	-8.74174112505119
chr1	103500000	103999999	354	-10.463960133848209
chr1	104000000	104499999	3956	-6.981738973172096
chr1	104500000	104999999	84	-12.539248261152446
chr1	105000000	105499999	76	-12.68363817048762
chr1	105500000	105999999	1410	-8.47008623664505
chr1	106000000	106499999	366	-10.415865845647165
chr1	106500000	106999999	277	-10.817823517882019
chr1	107000000	107499999	1648	-8.24506515674799
chr1	107500000	107999999	3199	-7.288160406815533
chr1	108000000	108499999	1735	-8.170845736465584
chr1	108500000	108999999	600	-9.702746993435326
chr1	109000000	109499999	22011	-4.5056286133881684
chr1	109500000	109999999	1278	-8.611893562984212
chr1	110000000	110499999	3575	-7.1278381573780925
chr1	110500000	110999999	3203	-7.286357601156523
chr1	111000000	111499999	38	-13.68363817048762
chr1	111500000	111999999	2180	-7.841453264266918
chr1	112000000	112499999	633	-9.625503994502866
chr1	112500000	112999999	1367	-8.514768156325147
chr1	113000000	113499999	1867	-8.065059471705005
chr1	113500000	113999999	390	-10.324235370181595
chr1	114000000	114499999	558	-9.807444372102019
chr1	114500000	114999999	1301	-8.586160437213412
chr1	115000000	115499999	663	-9.55870062381862
chr1	115500000	115999999	2248	-7.797139363710281
chr1	116000000	116499999	2196	-7.830903344926008
chr1	116500000	116999999	2002	-7.964339425095213
chr1	117000000	117499999	2575	-7.601208966973264
chr1	117500000	117999999	3468	-7.171677500709372
chr1	118000000	118499999	930	-9.070478777935813
chr1	118500000	118999999	7196	-6.118586212679725
chr1	119000000	119499999	3919	-6.995295826328997
chr1	119500000	119999999	2300	-7.764147538099469
chr1	120000000	120499999	3883	-7.00860969202273
chr1	120500000	120999999	0	-inf
chr1	121000000	121499999	90	-12.439712587601532
chr1	121500000	121999999	38	-13.68363817048762
chr1	122000000	122499999	160	-11.609637589043844
chr1	122500000	122999999	0	-inf
chr1	123000000	123499999	0	-inf
chr1	123500000	123999999	0	-inf
chr1	124000000	124499999	0	-inf
chr1	124500000	124999999	0	-inf
chr1	125000000	125499999	16102	-4.956613410397154
chr1	125500000	125999999	0	-inf
chr1	126000000	126499999	0	-inf
chr1	126500000	126999999	0	-inf
chr1	127000000	127499999	0	-inf
chr1	127500000	127999999	0	-inf
chr1	128000000	128499999	0	-inf
chr1	128500000	128999999	0	-inf
chr1	129000000	129499999	0	-inf
chr1	129500000	129999999	0	-inf
chr1	130000000	130499999	0	-inf
chr1	130500000	130999999	0	-inf
chr1	131000000	131499999	0	-inf
chr1	131500000	131999999	0	-inf
chr1	132000000	132499999	0	-inf
chr1	132500000	132999999	0	-inf
chr1	133000000	133499999	0	-inf
chr1	133500000	133999999	0	-inf
chr1	134000000	134499999	0	-inf
chr1	134500000	134999999	0	-inf
chr1	135000000	135499999	0	-inf
chr1	135500000	135999999	0	-inf
chr1	136000000	136499999	0	-inf
chr1	136500000	136999999	0	-inf
chr1	137000000	137499999	0	-inf
chr1	137500000	137999999	0	-inf
chr1	138000000	138499999	0	-inf
chr1	138500000	138999999	0	-inf
chr1	139000000	139499999	0	-inf
chr1	139500000	139999999	0	-inf
chr1	140000000	140499999	0	-inf
chr1	140500000	140999999	0	-inf
chr1	141000000	141499999	0	-inf
chr1	141500000	141999999	0	-inf
chr1	142000000	142499999	0	-inf
chr1	142500000	142999999	0	-inf
chr1	143000000	143499999	12964	-5.269342378613366
chr1	143500000	143999999	197	-11.30951386447483
chr1	144000000	144499999	0	-inf
chr1	144500000	144999999	0	-inf
chr1	145000000	145499999	2503	-7.642123108242875
chr1	145500000	145999999	2682	-7.5424721620267325
chr1	146000000	146499999	0	-inf
chr1	146500000	146999999	131	-11.898142682393757
chr1	147000000	147499999	1547	-8.33630820248217
chr1	147500000	147999999	2100	-7.895392071377722
chr1	148000000	148499999	1323	-8.56196833765253
chr1	148500000	148999999	562	-9.797139363710281
chr1	149000000	149499999	334	-10.547861391457154
chr1	149500000	149999999	1093	-8.837487998259302
chr1	150000000	150499999	1339	-8.544625438606896
chr1	150500000	150999999	1806	-8.112983506450348
chr1	151000000	151499999	884	-9.143663124539776
chr1	151500000	151999999	1078	-8.857424221178702
chr1	152000000	152499999	136	-11.844102842680867
chr1	152500000	152999999	2355	-7.730054339431061
chr1	153000000	153499999	942	-9.051982434318424
chr1	153500000	153999999	2549	-7.615850025909006
chr1	154000000	154499999	1533	-8.34942370227243
chr1	154500000	154999999	2886	-7.436710099440009
chr1	155000000	155499999	1424	-8.45583225296481
chr1	155500000	155999999	1142	-8.774218748568364
chr1	156000000	156499999	3459	-7.1754263855582785
chr1	156500000	156999999	302	-10.693160944606127
chr1	157000000	157499999	4015	-6.96038141152653
chr1	157500000	157999999	1132	-8.786907441099325
chr1	158000000	158499999	546	-9.838808543011355
chr1	158500000	158999999	2688	-7.539248261152447
chr1	159000000	159499999	142	-11.781818564426525
chr1	159500000	159999999	871	-9.165036775332343
chr1	160000000	160499999	3131	-7.319157890792537
chr1	160500000	160999999	1621	-8.268897308413665
chr1	161000000	161499999	1488	-8.392406872823175
chr1	161500000	161999999	1522	-8.359813040427662
chr1	162000000	162499999	942	-9.051982434318424
chr1	162500000	162999999	4532	-6.785633538110692
chr1	163000000	163499999	2449	-7.673588625367229
chr1	163500000	163999999	2107	-7.8905910851139005
chr1	164000000	164499999	148	-11.722112318302257
chr1	164500000	164999999	1165	-8.745451444389564
chr1	165000000	165499999	2860	-7.449766252265455
chr1	165500000	165999999	583	-9.74421361073071
chr1	166000000	166499999	572	-9.771694347152817
chr1	166500000	166999999	914	-9.095515328873137
chr1	167000000	167499999	1016	-8.94288099715904
chr1	167500000	167999999	544	-9.844102842680867
chr1	168000000	168499999	488	-10.000828346368321
chr1	168500000	168999999	1161	-8.75041342706564
chr1	169000000	169499999	0	-inf
chr1	169500000	169999999	1030	-8.923137061860626
chr1	170000000	170499999	2140	-7.868170602642698
chr1	170500000	170999999	1371	-8.510552828151981
chr1	171000000	171499999	1421	-8.458874844688427
chr1	171500000	171999999	7718	-6.017554355389953
chr1	172000000	172499999	4096	-6.931565683931207
chr1	172500000	172999999	987	-8.984659409474808
chr1	173000000	173499999	2434	-7.6824522312174786
chr1	173500000	173999999	2151	-7.860773874508146
chr1	174000000	174499999	2452	-7.671822420240425
chr1	174500000	174999999	2876	-7.441717723491909
chr1	175000000	175499999	2663	-7.552728970720593
chr1	175500000	175999999	3988	-6.970115989533011
chr1	176000000	176499999	15939	-4.9712921857369805
chr1	176500000	176999999	1498	-8.382743775472456
chr1	177000000	177499999	1302	-8.585051950765571
chr1	177500000	177999999	3011	-7.375538691206529
chr1	178000000	178499999	7194	-6.118987239795827
chr1	178500000	178999999	5632	-6.472134065293909
chr1	179000000	179499999	2499	-7.644430497844503
chr1	179500000	179999999	1829	-8.09472632418249
chr1	180000000	180499999	6613	-6.240476497694676
chr1	180500000	180999999	6824	-6.195163752612917
chr1	181000000	181499999	3482	-7.165865196280106
chr1	181500000	181999999	3028	-7.367416193945475
chr1	182000000	182499999	8434	-5.889564377652073
chr1	182500000	182999999	478	-10.030698875950458
chr1	183000000	183499999	2498	-7.645007922323249
chr1	183500000	183999999	1640	-8.25208558442576
chr1	184000000	184499999	2151	-7.860773874508146
chr1	184500000	184999999	2353	-7.731280078706909
chr1	185000000	185499999	2149	-7.862115916503424
chr1	185500000	185999999	1185	-8.720894340145586
chr1	186000000	186499999	411	-10.248571100249524
chr1	186500000	186999999	4339	-6.848418813114464
chr1	187000000	187499999	14910	-5.067573046760402
chr1	187500000	187999999	854	-9.193473424310717
chr1	188000000	188499999	853	-9.195163752612917
chr1	188500000	188999999	530	-9.881717134480645
chr1	189000000	189499999	3320	-7.23459815769692
chr1	189500000	189999999	851	-9.198550362245244
chr1	190000000	190499999	336	-10.539248261152446
chr1	190500000	190999999	1446	-8.433713846980089
chr1	191000000	191499999	730	-9.419813030163828
chr1	191500000	191999999	78	-12.646163465068959
chr1	192000000	192499999	2011	-7.957868317625855
chr1	192500000	192999999	38	-13.68363817048762
chr1	193000000	193499999	400	-10.287709494156482
chr1	193500000	193999999	1599	-8.288611460450875
chr1	194000000	194499999	0	-inf
chr1	194500000	194999999	1789	-8.1266280118793
chr1	195000000	195499999	742	-9.396290307310403
chr1	195500000	195999999	1763	-8.147748924611026
chr1	196000000	196499999	4414	-6.823694769651593
chr1	196500000	196999999	2495	-7.646741583706584
chr1	197000000	197499999	2933	-7.413404328174251
chr1	197500000	197999999	851	-9.198550362245244
chr1	198000000	198499999	1435	-8.444730662368157
chr1	198500000	198999999	9816	-5.670646150268302
chr1	199000000	199499999	0	-inf
chr1	199500000	199999999	821	-9.250327272153402
chr1	200000000	200499999	2743	-7.510026777082929
chr1	200500000	200999999	3130	-7.319618742111226
chr1	201000000	201499999	1527	-8.355081337134356
chr1	201500000	201999999	1118	-8.804861211088017
chr1	202000000	202499999	3318	-7.235467512975344
chr1	202500000	202999999	3035	-7.364084882788163
chr1	203000000	203499999	991	-8.978824436744718
chr1	203500000	203999999	1212	-8.688391700458256
chr1	204000000	204499999	2367	-7.7227216931965925
chr1	204500000	204999999	1032	-8.920338428507954
chr1	205000000	205499999	9427	-5.72898267118141
chr1	205500000	205999999	2297	-7.766030542553283
chr1	206000000	206499999	1103	-8.824348608339825
chr1	206500000	206999999	3206	-7.2850069737766585
chr1	207000000	207499999	1886	-8.05045172325611
chr1	207500000	207999999	856	-9.19009869753006
chr1	208000000	208499999	1143	-8.772955995716728
chr1	208500000	208999999	4736	-6.7221123183022575
chr1	209000000	209499999	947	-9.044345068462821
chr1	209500000	209999999	1475	-8.405066444794642
chr1	210000000	210499999	550	-9.828277875519184
chr1	210500000	210999999	850	-9.200246652906143
chr1	211000000	211499999	856	-9.19009869753006
chr1	211500000	211999999	2452	-7.671822420240425
chr1	212000000	212499999	368	-10.408003727874194
chr1	212500000	212999999	514	-9.925941134737329
chr1	213000000	213499999	1774	-8.138775389630142
chr1	213500000	213999999	2010	-7.958585897864916
chr1	214000000	214499999	1364	-8.517937754907035
chr1	214500000	214999999	1772	-8.140402795376188
chr1	215000000	215499999	1800	-8.11778449271417
chr1	215500000	215999999	824	-9.24506515674799
chr1	216000000	216499999	3486	-7.1642088298055215
chr1	216500000	216999999	579	-9.75414614594197
chr1	217000000	217499999	10774	-5.536299334092112
chr1	217500000	217999999	439	-10.15348855439585
chr1	218000000	218499999	1038	-8.911974955573326
chr1	218500000	218999999	2796	-7.482417038555771
chr1	219000000	219499999	416	-10.231125965790115
chr1	219500000	219999999	1656	-8.238078726431882
chr1	220000000	220499999	4822	-6.696149748328681
chr1	220500000	220999999	4429	-6.81880040204589
chr1	221000000	221499999	2186	-7.837487998259302
chr1	221500000	221999999	1691	-8.207904739521224
chr1	222000000	222499999	1035	-8.91615063154452
chr1	222500000	222999999	1697	-8.202794834388543
chr1	223000000	223499999	2216	-7.817823517882019
chr1	223500000	223999999	1231	-8.66595063744675
chr1	224000000	224499999	2806	-7.477266390311308
chr1	224500000	224999999	2594	-7.590602919679507
chr1	225000000	225499999	227	-11.105017196640292
chr1	225500000	225999999	826	-9.241567712511761
chr1	226000000	226499999	1682	-8.215603693676062
chr1	226500000	226999999	126	-11.95428576043129
chr1	227000000	227499999	302	-10.693160944606127
chr1	227500000	227999999	322	-10.60064880581659
chr1	228000000	228499999	1882	-8.05351477120267
chr1	228500000	228999999	2068	-7.917545213616273
chr1	229000000	229499999	3129	-7.320079740690285
chr1	229500000	229999999	611	-9.676537114112477
chr1	230000000	230499999	5351	-6.5459728703298445
chr1	230500000	230999999	1575	-8.310429570656567
chr1	231000000	231499999	1176	-8.731893339094842
chr1	231500000	231999999	2881	-7.439211738771337
chr1	232000000	232499999	2162	-7.853414876196557
chr1	232500000	232999999	4757	-6.7157293739687525
chr1	233000000	233499999	1781	-8.133093882829588
chr1	233500000	233999999	1650	-8.243315374798028
chr1	234000000	234499999	3416	-7.193473424310716
chr1	234500000	234999999	567	-9.784360758988978
chr1	235000000	235499999	1628	-8.26268069966496
chr1	235500000	235999999	2234	-7.806152213447892
chr1	236000000	236499999	7600	-6.039781980712896
chr1	236500000	236999999	664	-9.556526252584282
chr1	237000000	237499999	8142	-5.940398177791197
chr1	237500000	237999999	1686	-8.212176862989125
chr1	238000000	238499999	1080	-8.854750086880376
chr1	238500000	238999999	3215	-7.280962661715897
chr1	239000000	239499999	4427	-6.819452025833341
chr1	239500000	239999999	10299	-5.601349041252794
chr1	240000000	240499999	5074	-6.622657879867268
chr1	240500000	240999999	4495	-6.797460283529397
chr1	241000000	241499999	5890	-6.407513765213384
chr1	241500000	241999999	2491	-7.64905637769037
chr1	242000000	242499999	5201	-6.586992361335007
chr1	242500000	242999999	522	-9.903659687361323
chr1	243000000	243499999	0	-inf
chr1	243500000	243999999	3170	-7.3012985589044375
chr1	244000000	244499999	8395	-5.896251074106814
chr1	244500000	244999999	1915	-8.028437007118887
chr1	245000000	245499999	1329	-8.555440294655032
chr1	245500000	245999999	14808	-5.077476504060633
chr1	246000000	246499999	10266	-5.605979138720637
chr1	246500000	246999999	2974	-7.3933767518787885
chr1	247000000	247499999	1902	-8.038264153070644
chr1	247500000	247999999	5043	-6.631499173973883
chr1	248000000	248499999	986	-8.986121847553296
chr1	248500000	248999999	296	-10.722112318302257
chr1	248500000	248956421	296	-10.590552280580978
chr2	0	499999	3456	-7.1766781817677385
chr2	500000	999999	304	-10.68363817048762
chr2	1000000	1499999	4258	-6.875605449478913
chr2	1500000	1999999	435	-10.166694093195117
chr2	2000000	2499999	2948676	2.5600701934240018
chr2	2500000	2999999	543	-9.846757296126846
chr2	3000000	3499999	615427	0.29966252945106975
chr2	3500000	3999999	21901	-4.512856559573407
chr2	4000000	4499999	6570	-6.249888028721515
chr2	4500000	4999999	927	-9.075140155305677
chr2	5000000	5499999	1920	-8.024675088322688
chr2	5500000	5999999	2568	-7.605136196808904
chr2	6000000	6499999	5401	-6.532554850979216
chr2	6500000	6999999	1449	-8.430723804374278
chr2	7000000	7499999	851	-9.198550362245244
chr2	7500000	7999999	5936	-6.396290307310403
chr2	8000000	8499999	524	-9.898142682393757
chr2	8500000	8999999	1395	-8.485516277214657
chr2	9000000	9499999	2281	-7.77611495261907
chr2	9500000	9999999	4581	-6.770118836413199
chr2	10000000	10499999	752068	0.5889379029770387
chr2	10500000	10999999	583319	0.2223598572157431
chr2	11000000	11499999	16526	-4.919115731505628
chr2	11500000	11999999	17723	-4.818230472566077
chr2	12000000	12499999	2034	-7.941461720073707
chr2	12500000	12999999	1302	-8.585051950765571
chr2	13000000	13499999	3913	-6.9975062890304125
chr2	13500000	13999999	1163468	1.2184344168270922
chr2	14000000	14499999	1009	-8.95285522482485
chr2	14500000	14999999	0	-inf
chr2	15000000	15499999	1626	-8.264454141856179
chr2	15500000	15999999	4941005	3.3048074010997746
chr2	16000000	16499999	9670837	4.273643644122208
chr2	16500000	16999999	54834	-3.188782585996423
chr2	17000000	17499999	561533	0.16744559948479953
chr2	17500000	17999999	517674	0.050118651657868656
chr2	18000000	18499999	1196	-8.707564009733103
chr2	18500000	18999999	6817	-6.196644416225947
chr2	19000000	19499999	2919	-7.420307188428939
chr2	19500000	19999999	7063	-6.145500302767245
chr2	20000000	20499999	3556	-7.135526075101437
chr2	20500000	20999999	1440	-8.439712587601532
chr2	21000000	21499999	294	-10.731893339094842
chr2	21500000	21999999	3219	-7.279168822453529
chr2	22000000	22499999	1821	-8.101050476954368
chr2	22500000	22999999	5424	-6.526424220794863
chr2	23000000	23499999	3193	-7.290868846361113
chr2	23500000	23999999	2420	-7.6907743517692495
chr2	24000000	24499999	2811	-7.474697945550864
chr2	24500000	24999999	1657	-8.237207796709756
chr2	25000000	25499999	3514	-7.152667207922831
chr2	25500000	25999999	2929	-7.41537320605184
chr2	26000000	26499999	1293	-8.595059124120953
chr2	26500000	26999999	324	-10.591715681046582
chr2	27000000	27499999	608	-9.68363817048762
chr2	27500000	27999999	3577	-7.127031280935982
chr2	28000000	28499999	2045	-7.933680556102096
chr2	28500000	28999999	1358	-8.524297919686475
chr2	29000000	29499999	416	-10.231125965790115
chr2	29500000	29999999	7622	-6.035611791119039
chr2	30000000	30499999	770	-9.342851048348944
chr2	30500000	30999999	1149	-8.765402601285095
chr2	31000000	31499999	871	-9.165036775332343
chr2	31500000	31999999	18593	-4.749093734988626
chr2	32000000	32499999	301	-10.697946007171504
chr2	32500000	32999999	1066	-8.873573961172031
chr2	33000000	33499999	15571	-5.004991704299197
chr2	33500000	33999999	4036	-6.95285522482485
chr2	34000000	34499999	2632	-7.569621910195965
chr2	34500000	34999999	1040	-8.909197870902753
chr2	35000000	35499999	1101	-8.826966930366838
chr2	35500000	35999999	896	-9.124210761873602
chr2	36000000	36499999	1855	-8.074362212423042
chr2	36500000	36999999	513	-9.928750668324152
chr2	37000000	37499999	2499	-7.644430497844503
chr2	37500000	37999999	298	-10.712397163469046
chr2	38000000	38499999	3448	-7.180021624842109
chr2	38500000	38999999	3907	-6.999720143747534
chr2	39000000	39499999	2466	-7.663608599528367
chr2	39500000	39999999	2207	-7.823694769651593
chr2	40000000	40499999	1866	-8.065832413079448
chr2	40500000	40999999	3869	-7.01382067048799
chr2	41000000	41499999	2515	-7.635222999238318
chr2	41500000	41999999	10006	-5.642987946938504
chr2	42000000	42499999	204	-11.25914034195971
chr2	42500000	42999999	900	-9.11778449271417
chr2	43000000	43499999	1017	-8.941461720073708
chr2	43500000	43999999	462	-10.07981664251515
chr2	44000000	44499999	2417	-7.692563926165624
chr2	44500000	44999999	1641	-8.251206160417494
chr2	45000000	45499999	602	-9.697946007171504
chr2	45500000	45999999	679	-9.524297919686475
chr2	46000000	46499999	7323	-6.093346603428897
chr2	46500000	46999999	3153	-7.309056229247872
chr2	47000000	47499999	402	-10.280513992752278
chr2	47500000	47999999	114	-12.098675669766465
chr2	48000000	48499999	2722	-7.521114332427212
chr2	48500000	48999999	4095	-6.931917947402836
chr2	49000000	49499999	4811	-6.699444599848985
chr2	49500000	49999999	8751	-5.836333512311874
chr2	50000000	50499999	427	-10.193473424310717
